,id,sen,lab,umls
154,1285,the cmp use in the studi have show a trend to signific ssi risk reduct and may be recommend to maxim patient protect ,2,the cmp use in the studi have show a trend to signific ssi risk reduct and may be recommend to maxim patient protect 
155,1296,among adult with septic shock  the earli use of vasopressin compar with norepinephrin did not improv the number of kidney failur free day ,0,among adult with septic shock PATF  the earli use of vasopressin compar with norepinephrin did not improv the number of kidney failur free day 
156,717,among adult with opioid depend maintain abstin with a stabl dose of sublingu buprenorphin  the use of buprenorphin implant compar with continu sublingu buprenorphin did not result in an inferior likelihood of remain a respond ,0,among adult with opioid depend maintain abstin with a stabl dose of sublingu buprenorphin  the use of buprenorphin implant compar with continu sublingu buprenorphin did not result in an inferior likelihood of remain a respond 
157,669,the administr of a digit mg post oper dose of tadalafil to patient that had undergon a bilater nsrp wa found to have a posit effect on the recoveri and mainten of erectil function ,2,the administr of a digit mg post oper dose of tadalafil to patient that had undergon a bilater nsrp wa found to have a posit effect on the recoveri and mainten of erectil function 
158,1205,secur vces can be conduct use wide avail hardwar and softwar solut ,1,secur vces can be conduct use wide avail hardwar and softwar solut 
159,56,the sfa scale is a reliabl  valid  and accur measur of shoulder function in patient with ra that can be complet within digit minut ,1,the sfa scale is a reliabl  valid  and accur measur of shoulder function in patient with ra that can be complet within digit minut 
160,160,the two treatment appli had similar effect a they both reliev pain and reduc the size of recurr aphthous ulcer ,2,the two treatment appli had similar effect a they both reliev pain and reduc the size of recurr PATF aphthous ulcer PATF 
161,386,the digit year outcom were similar for patient assign to earli surgeri and those assign to conserv treatment with eventu surgeri if need  but the rate of pain relief and of perceiv recoveri were faster for those assign to earli surgeri ,2,the digit year outcom were similar for patient assign to earli surgeri and those assign to conserv treatment with eventu surgeri if need  but the rate of pain relief and of perceiv recoveri were faster for those assign to earli surgeri 
162,1227,among patient recent hospit with heart failur and reduc lvef  the use of liraglutid did not lead to greater posthospit clinic stabil ,0,among patient recent hospit with heart failur and reduc lvef  the use of liraglutid did not lead to greater posthospit clinic stabil 
163,727,posit independ rebound tonometri  icar pro  accur measur iop in supin children eye postop in the presenc of intracamer air ,1,posit independ rebound tonometri  icar pro  accur measur iop in supin children eye postop in the presenc of intracamer air 
164,312,ace inhibitor therapi prescrib at discharg in digit   n   digit  of the digit includ patient wa associ with a digit  relat decreas in the risk of digit year mortal  hazard ratio digit digit  digit  confid interv digit digit to digit digit  p   digit digit  ,2,ace inhibitor therapi prescrib at discharg in digit   n   digit  of the digit includ patient wa associ with a digit  relat decreas in the risk of digit year mortal  hazard ratio digit digit  digit  confid interv digit digit to digit digit  p   digit digit  
165,218,among patient who have recent had an acut coronari syndrom  an intens lipid lower statin regimen provid greater protect against death or major cardiovascular event than doe a standard regimen ,2,among patient who have recent had an acut coronari syndrom DSYN  an intens lipid lower statin regimen provid greater protect against death or major cardiovascular event than doe a standard regimen 
166,174,among patient with chronic gout  elev serum uric acid level  and allopurinol intoler or refractori  the use of pegloticas digit mg either everi digit week or everi digit week for digit month result in lower uric acid level compar with placebo ,2,among patient with chronic gout DSYN  elev serum uric acid level  and allopurinol intoler or refractori  the use of pegloticas digit mg either everi digit week or everi digit week for digit month result in lower uric acid level compar with placebo 
167,125,in overweight obes adolesc with pcos  digit month treatment with rosiglitazon wa superior to drospirenon ee in improv the cardiometabol risk profil  and effect but inferior in attenu hyperandrogenemia ,1,in overweight obes DSYN adolesc with pcos DSYN  digit month treatment with rosiglitazon wa superior to drospirenon ee in improv the cardiometabol risk profil  and effect but inferior in attenu hyperandrogenemia 
168,1391,despit that the yougrabb is a promis and high accept train tool for home use  current  it is still error prone  and the request support exceed the support that can be provid by clinic therapist ,0,despit that the yougrabb is a promis and high accept train tool for home use  current  it is still error prone  and the request support exceed the support that can be provid by clinic therapist 
169,259,metformin treatment in person at risk for diabet improv weight  lipid profil  and insulin resist  and reduc new onset diabet by digit  ,2,metformin treatment in person at risk for diabet DSYN improv weight  lipid profil  and insulin resist  and reduc new onset diabet DSYN by digit  
170,170,the present analysi provid an estim of the averag treatment effect of testosteron therapi in middl age men ,1,the present analysi provid an estim of the averag treatment effect of testosteron therapi in middl age men 
171,534,the lenalidomid combin with chemotherapi can signific decreas the express level of vegf and bfgf  and enhanc the remiss rate of patient with aml ,2,the lenalidomid combin with chemotherapi can signific decreas the express level of vegf and bfgf  and enhanc the remiss NEOP rate of patient with aml NEOP 
172,205,increas level of pharmacolog acid suppress are associ with increas risk of nosocomi c difficil infect ,1,increas level of pharmacolog acid suppress PATF are associ with increas risk of nosocomi c difficil infect DSYN 
173,314,use propens score analysi  digit patient receiv an ace inhibitor were match with digit patient not receiv this medic ,1,use propens score analysi  digit patient receiv an ace inhibitor were match with digit patient not receiv this medic 
174,1273,howev botulinum toxin type a  botox  show statist signific more increas in pressur pain threshold at digit week after inject without sever advers effect ,2,howev botulinum toxin type a  botox  show statist signific more increas in pressur pain threshold at digit week after inject without sever advers effect 
175,15,this systemat review aim to evalu the benefit and side effect of xuezhikang for coronari heart diseas  chd  complic by dyslipidemia ,1,this systemat review aim to evalu the benefit and side effect of xuezhikang for coronari heart diseas DSYN  chd  complic PATF by dyslipidemia DSYN 
176,34,the result do not support a relationship between childhood adhd and adult mood or anxieti disord ,1,the result do not support a relationship between childhood adhd MOBD and adult mood or anxieti MOBD disord DSYN 
177,747,the studi found a statist signific valu for function  pain and align in patient who underw surgic treatment  compar with their status prior to surgeri ,1,the studi found a statist signific valu for function  pain and align in patient who underw surgic treatment  compar with their status prior to surgeri 
178,616,comput tailor feedback could be a cost effect way to target alcohol use and bing drink among adolesc ,2,comput tailor feedback could be a cost effect way to target alcohol use and bing MOBD drink among adolesc 
179,712,individu baselin thermographi imag featur can be predict of the respons to lid warm therapi ,1,individu baselin thermographi imag featur can be predict of the respons to lid warm therapi 
180,731,given that most pregnant quitter will relaps within digit year postpartum and that postpartum smoke ha negat health consequ for woman and child  effect intervent that target postpartum mood and stress are need ,1,given that most pregnant quitter will relaps DSYN within digit year postpartum and that postpartum smoke ha negat health consequ for woman and child  effect intervent that target postpartum mood and stress are need 
181,634,tea can effici prevent orthodont toothach and oral dysfunct  which is superior to psycholog intervent and similar to medic ,2,tea can effici prevent orthodont toothach and oral dysfunct  which is superior to psycholog MOBD intervent and similar to medic 
182,589,zheng gold hook fish acupunctur could effect improv the symptom and sing of ldh  reduc the disabl index and improv the qualiti of life  which is superior to ea ,2,zheng gold hook fish acupunctur could effect improv the symptom and sing of ldh  reduc the disabl index and improv the qualiti of life  which is superior to ea 
183,1362,when compar with result obtain use a tradit cumulus cell remov protocol  earli cumulus cell remov ha both advantag and disadvantag ,1,when compar with result obtain use a tradit cumulus cell remov protocol  earli cumulus cell remov ha both advantag and disadvantag 
