id,neg_bin,effected_words,neg_word,sen_negation,lab,sen,sen_tag,sen_tag_negation
772,0,[],,concurr use qqd with chemoradiotherapi for treat esophag carcinoma patient could lower the incid of radiat pneumon  attenu the degre of radiat induc lung injuri  improv clinic benefit rate  and elev their qol ,2,concurr use qqd with chemoradiotherapi for treat esophag carcinoma patient could lower the incid of radiat pneumon  attenu the degre of radiat induc lung injuri  improv clinic benefit rate  and elev their qol ,concurr use qqd with chemoradiotherapi for treat esophag carcinoma patient could lower the incid of radiat pneumon  attenu the degre of radiat induc lung injuri  improv clinic benefit rate  and elev their qol ,concurr use qqd with chemoradiotherapi for treat esophag carcinoma patient could lower the incid of radiat pneumon  attenu the degre of radiat induc lung injuri  improv clinic benefit rate  and elev their qol 
116,0,[],,further studi of essenti fatti acid a independ and adjuv therapi for adult depress is indic  includ more sophist investig of dose respons in particular popul ,1,further studi of essenti fatti acid a independ and adjuv therapi for adult depress is indic  includ more sophist investig of dose respons in particular popul ,further studi of essenti fatti acid a independ and adjuv therapi for adult depress is indic  includ more sophist investig of dose respons in particular popul ,further studi of essenti fatti acid a independ and adjuv therapi for adult depress is indic  includ more sophist investig of dose respons in particular popul 
134,0,[],,the present studi suggest that childhood adhd predispos to specif disadvantag and continu to affect import function domain unrel to current psychiatr diagnosi ,0,the present studi suggest that childhood adhd predispos to specif disadvantag and continu to affect import function domain unrel to current psychiatr diagnosi ,the present studi suggest that childhood adhd predispos to specif disadvantag and continu to affect import function domain unrel to current psychiatr diagnosi ,the present studi suggest that childhood adhd predispos to specif disadvantag and continu to affect import function domain unrel to current psychiatr diagnosi 
573,0,[],,exercis and dha supplement act synergist by increas plasma pgedigit with anti inflammatori effect ,2,exercis and dha supplement act synergist by increas plasma pgedigit with anti inflammatori effect ,exercis and dha supplement act synergist by increas plasma pgedigit with anti inflammatori effect ,exercis and dha supplement act synergist by increas plasma pgedigit with anti inflammatori effect 
95,0,[],,to the best of our knowledg this is the first clinic trial that support this indic for saffron ,1,to the best of our knowledg this is the first clinic trial that support this indic for saffron ,to the best of our knowledg this is the first clinic trial that support this indic for saffron ,to the best of our knowledg this is the first clinic trial that support this indic for saffron 
171,0,[],,our find are suffici strong to justifi further intervent studi focus on altern target of androgen treatment carri more stringent clinic implic  in particular the cardiovascular  metabol and neurolog system ,1,our find are suffici strong to justifi further intervent studi focus on altern target of androgen treatment carri more stringent clinic implic  in particular the cardiovascular  metabol and neurolog system ,our find are suffici strong to justifi further intervent studi focus on altern target of androgen treatment carri more stringent clinic implic  in particular the cardiovascular  metabol and neurolog system ,our find are suffici strong to justifi further intervent studi focus on altern target of androgen treatment carri more stringent clinic implic  in particular the cardiovascular  metabol and neurolog system 
150,0,[],,with hctz  exercis time  digit     digit to digit     digit second  p   digit digit  and qualiti of life  digit     digit v digit     digit  p   digit digit  did not chang  wherea oxygen consumpt decreas from digit digit     digit to digit digit     digit ml min  p   digit digit  ,1,with hctz  exercis time  digit     digit to digit     digit second  p   digit digit  and qualiti of life  digit     digit v digit     digit  p   digit digit  did not chang  wherea oxygen consumpt decreas from digit digit     digit to digit digit     digit ml min  p   digit digit  ,with hctz  exercis time  digit     digit to digit     digit second  p   digit digit  and qualiti of life  digit     digit v digit     digit  p   digit digit  did not chang  wherea oxygen consumpt decreas from digit digit     digit to digit digit     digit ml min  p   digit digit  ,with hctz  exercis time  digit     digit to digit     digit second  p   digit digit  and qualiti of life  digit     digit v digit     digit  p   digit digit  did not chang  wherea oxygen consumpt decreas from digit digit     digit to digit digit     digit ml min  p   digit digit  
252,0,[],,our result indic that onli a small proport of child with sever alopecia areata will obtain a persist benefit from topic immunotherapi ,2,our result indic that onli a small proport of child with sever alopecia areata will obtain a persist benefit from topic immunotherapi ,our result indic that onli a small proport of child with sever alopecia areata will obtain a persist benefit from topic immunotherapi ,our result indic that onli a small proport of child with sever alopecia areata will obtain a persist benefit from topic immunotherapi 
1260,0,[],,all three bitopertin treat group show improv in all the efficaci endpoint for both of the two symptom  i e    negat symptom  and  sub optim control symptom   throughout the durat of the studi ,2,all three bitopertin treat group show improv in all the efficaci endpoint for both of the two symptom  i e    negat symptom  and  sub optim control symptom   throughout the durat of the studi ,all three bitopertin treat group show improv in all the efficaci endpoint for both of the two symptom  i e    negat symptom  and  sub optim control symptom   throughout the durat of the studi ,all three bitopertin treat group show improv in all the efficaci endpoint for both of the two symptom  i e    negat symptom  and  sub optim control symptom   throughout the durat of the studi 
11,0,[],,among patient at high risk for cardiovascular event but without diabet  target a systol blood pressur of le than digit mm hg  a compar with le than digit mm hg  result in lower rate of fatal and nonfat major cardiovascular event and death from ani caus  although signific higher rate of some advers event were observ in the intens treatment group ,2,among patient at high risk for cardiovascular event but without diabet  target a systol blood pressur of le than digit mm hg  a compar with le than digit mm hg  result in lower rate of fatal and nonfat major cardiovascular event and death from ani caus  although signific higher rate of some advers event were observ in the intens treatment group ,among patient at high risk for cardiovascular event but without diabet  target a systol blood pressur of le than digit mm hg  a compar with le than digit mm hg  result in lower rate of fatal and nonfat major cardiovascular event and death from ani caus  although signific higher rate of some advers event were observ in the intens treatment group ,among patient at high risk for cardiovascular event but without diabet  target a systol blood pressur of le than digit mm hg  a compar with le than digit mm hg  result in lower rate of fatal and nonfat major cardiovascular event and death from ani caus  although signific higher rate of some advers event were observ in the intens treatment group 
756,0,[],,they were also associ with lower frequenc of postop vomit ,2,they were also associ with lower frequenc of postop vomit ,they were also associ with lower frequenc of postop vomit ,they were also associ with lower frequenc of postop vomit 
1409,0,[],,administ intervent via the internet to older adult is feasibl ,2,administ intervent via the internet to older adult is feasibl ,administ intervent via the internet to older adult is feasibl ,administ intervent via the internet to older adult is feasibl 
304,0,[],,an unfavor score predict a high rate of complic and more fail trial of labor may help in counsel patient consid trial of labor ,1,an unfavor score predict a high rate of complic and more fail trial of labor may help in counsel patient consid trial of labor ,an unfavor score predict a high rate of complic and more fail trial of labor may help in counsel patient consid trial of labor ,an unfavor score predict a high rate of complic and more fail trial of labor may help in counsel patient consid trial of labor 
